UTC Time,1,2,3,4,5,6
1/8/2016 15:00,1356.363736,1455.185004,606.8179205,7658.02446,919.3931533,4252.062335
1/8/2016 16:00,1349.926755,1448.279041,603.9434784,7621.681293,915.0299315,4232.126006
1/8/2016 17:00,1338.557543,1436.081496,598.8583015,7557.490764,907.323462,4196.541112
1/8/2016 18:00,1321.670919,1417.964555,591.3059055,7462.14895,895.877088,4143.713633
1/8/2016 19:00,1315.735521,1411.596719,588.6454418,7428.637718,891.8538576,4124.878323
1/8/2016 20:00,1312.475233,1408.098894,587.1839542,7410.23014,889.6439141,4114.527368
1/8/2016 21:00,1342.403012,1440.207136,600.5430505,7579.202266,909.930062,4206.983469
1/8/2016 22:00,1384.535975,1485.409801,619.3936259,7817.084814,938.4893316,4339.106036
1/8/2016 23:00,1435.864624,1540.478128,642.3643446,8106.886171,973.2817751,4500.333093
1/9/2016 0:00,1412.708214,1515.634599,632.0098621,7976.145168,957.5855098,4427.982859
1/9/2016 1:00,1367.314962,1466.934109,611.7128663,7719.855042,926.8162968,4286.190795
1/9/2016 2:00,1315.986313,1411.865783,588.7596256,7430.053685,892.0238532,4125.754229
1/9/2016 3:00,1245.513917,1336.258944,557.2478806,7032.166806,844.2550749,3905.58152
1/9/2016 4:00,1157.068133,1241.369222,517.6968532,6532.802252,784.3032749,3629.143509
1/9/2016 5:00,1100.389267,1180.560875,492.3123617,6212.793588,745.8842574,3450.232211
1/9/2016 6:00,1059.761052,1136.972591,474.0998795,5983.406846,718.3449617,3321.238928
1/9/2016 7:00,1036.855434,1112.398126,463.8270356,5854.08181,702.8186921,3248.29265
1/9/2016 8:00,1012.027081,1085.760841,452.7153958,5713.901024,685.9891226,3170.28704
1/9/2016 9:00,1001.661034,1074.639551,448.0716611,5655.374365,678.9626356,3137.514087
1/9/2016 10:00,1008.348806,1081.814577,451.0556916,5693.1335,683.495853,3158.118476
1/9/2016 11:00,1038.778168,1114.460946,464.6616128,5864.937562,704.1219922,3253.161175
1/9/2016 12:00,1059.25947,1136.434464,473.8541845,5980.574911,718.0049704,3318.703441
1/9/2016 13:00,1123.127691,1204.955964,502.4134061,6341.174645,761.2971966,3518.267294
1/9/2016 14:00,1159.074465,1243.52173,518.5158523,6544.129993,785.6632401,3631.878011
1/9/2016 15:00,1209.232754,1297.334427,540.9553705,6827.323501,819.6623706,3789.09247
1/9/2016 16:00,1231.135207,1320.832638,550.7587472,6950.984667,834.5086575,3857.959294
1/9/2016 17:00,1229.463264,1319.038881,550.0227593,6941.544883,833.3753532,3853.261366
1/9/2016 18:00,1215.586137,1304.150702,543.825502,6863.194679,823.9689271,3810.263296
1/9/2016 19:00,1200.120665,1287.558454,536.9107306,6775.876681,813.4858618,3761.973371
1/9/2016 20:00,1186.745121,1273.208401,530.9311432,6700.358412,804.4194271,3720.243276
1/9/2016 21:00,1194.268865,1281.280306,534.2948824,6742.837438,809.5192966,3743.726463
1/9/2016 22:00,1261.062986,1352.94088,564.1517447,7119.956793,854.7948054,3951.948675
1/9/2016 23:00,1328.024302,1424.78083,594.1011529,7498.020127,900.1836446,4161.497613
1/10/2016 0:00,1312.391635,1408.009206,587.1175666,7409.758151,889.5872489,4112.954259
1/10/2016 1:00,1270.007881,1362.537478,568.1740521,7170.459636,860.8579836,3980.916642
1/10/2016 2:00,1227.038947,1316.437934,548.9561984,6927.857197,831.7320619,3846.477481
1/10/2016 3:00,1167.016194,1252.042074,522.1216538,6588.968965,791.0464357,3659.161849
1/10/2016 4:00,1105.990276,1186.56996,494.8281892,6244.416863,749.680827,3468.243783
1/10/2016 5:00,1058.423498,1135.537586,473.5290945,5975.855019,717.4383183,3318.294928
1/10/2016 6:00,989.1214619,1061.186377,442.5355167,5584.575988,670.462853,3101.545357
1/10/2016 7:00,946.5705133,1015.535272,423.4922995,5344.333495,641.6202573,2967.857322
1/10/2016 8:00,941.9726701,1010.602442,421.407141,5318.37409,638.5036703,2952.170449
1/10/2016 9:00,929.9346807,997.6873947,416.0167959,5250.407648,630.343879,2914.219141
1/10/2016 10:00,937.7928127,1006.118051,419.5228359,5294.774631,635.6704095,2938.42044
1/10/2016 11:00,933.0277752,1001.005844,417.4159474,5267.871248,632.4404921,2924.609693
1/10/2016 12:00,949.7472049,1018.94341,424.9145204,5362.269084,643.7735356,2977.861792
1/10/2016 13:00,1004.085352,1077.240498,449.2119761,5669.062051,680.6059269,3147.633709
1/10/2016 14:00,1061.850981,1139.214787,475.0496786,5995.206575,719.7615922,3328.459773
1/10/2016 15:00,1136.168846,1218.947265,508.2732936,6414.804957,770.1369705,3560.301464
